commit type,deleted lines count
Other,19
Other,720
Other,4
Other,158
Other,56
Other,203
Other,7
Other,13
Other,329
Other,1
Other,0
Other,0
Other,15
Other,0
Other,1
Other,18
Other,0
Other,27
Other,1
Multi-lang,12
Other,99
Other,7
Other,8
Other,1373
Other,0
Other,0
Other,11
Other,28
Other,4
Other,1
Other,6
Other,0
Other,1
Other,1
Other,0
Other,230
Other,9
Other,12
Other,11
Other,0
Other,0
Multi-lang,10
Other,4
Other,1
Multi-lang,55
Other,0
Other,8
Other,1
Other,0
Other,4
Other,0
Other,3
Other,161
Other,16
Other,7
Other,25
Other,1
Other,1
Other,0
Other,25
Other,1
Other,6
Other,4
Other,0
Other,1
Other,2
Other,9
Other,62
Other,157
Other,1
Other,66
Other,1
Other,0
Other,66
Other,0
Other,9
Other,1
Other,27
Other,81
Other,1
Other,1
Other,30
Other,11
Other,9
Other,199
Other,118
Other,65
Other,2
Other,10
Other,4
Other,3
Other,1
Other,38
Other,0
Other,116
Other,0
Other,19
Other,5
Other,3
Multi-lang,9
Other,15
Multi-lang,1
Other,3
Other,0
Multi-lang,9
Other,8
Other,9
Other,12
Other,1
Other,1
Other,0
Other,40
Other,3
Other,3
Other,151
Other,3
Other,86
Other,23
Other,5
Multi-lang,8
Other,4
Other,6
Other,33
Multi-lang,77
Other,9
Other,84
Other,3
Other,1
Other,1
Other,0
Other,15
Other,15
Other,6
Other,1
Other,5
Other,158
Other,207
Other,185
Other,85
Multi-lang,23
Other,25
Multi-lang,60
Multi-lang,183
Other,22
Other,582
Other,33
Other,288
Multi-lang,82
Multi-lang,11
Other,16
Other,56
Other,6
Other,31
Other,32
Other,0
Multi-lang,24
Other,1
Other,1
Other,1
Other,0
Other,2
Multi-lang,277
Other,9
Other,29
Other,1
Other,9
Other,1
Multi-lang,29
Other,5
Other,2
Other,249
Other,1
Other,241
Other,14
Other,30
Other,7
Other,2
Multi-lang,20
Other,9
Other,31
Other,6
Other,2
Other,10
Other,0
Other,14
Multi-lang,7
Other,1
Other,31
Other,2
Other,1
Other,613
Other,0
Multi-lang,14
Other,75
Other,0
Other,3
Other,209
Other,0
Other,1
Other,33
Other,1
Other,2
Other,7
Other,1
Other,1
Other,1
Other,2
Other,1
Other,6
Other,1
Other,3
Other,5
Other,21
Other,1
Other,7
Other,19
Other,1
Other,1
Other,2
Other,2
Other,10
Other,0
Multi-lang,5
Other,10
Other,6
Other,11
Other,2
Other,6
Multi-lang,2
Other,0
Multi-lang,101
Other,14
Other,1
Other,63
Multi-lang,6
Multi-lang,5
Other,1
Other,2
Other,9
Other,6
Other,176
Other,4
Other,2
Multi-lang,2
Other,17
Other,2
Other,32
Other,30
Other,2
Other,208
Other,47
Multi-lang,5
Other,26
Other,1657
Other,2
Other,6
Other,15
Other,11
Other,10
Other,8
Other,21
Other,32
Other,8
Other,9
Other,4
Other,162
Other,1
Other,6
Other,0
Other,36
Multi-lang,38
Other,1
Multi-lang,275
Other,2
Other,0
Other,1
Other,0
Other,3
Other,40
Other,33
Other,0
Other,0
Other,0
Other,1
Multi-lang,4
Other,10
Other,1
Other,61
Other,98
Other,107
Other,11
Other,112
Other,0
Other,7
Other,8
Other,4
Other,61
Other,7
Other,1
Other,1
Other,26
Other,1
Multi-lang,9
Other,1
Multi-lang,2
Other,0
Other,12
Other,5
Multi-lang,22
Other,25
Other,2
Other,63
Other,10
Other,5
Other,0
Other,7
Other,36
Other,0
Other,81
Other,91
Other,38
Other,48
Other,22
Other,0
Other,42
Other,26
Other,22
Other,23
Other,50
Other,0
Other,29
Other,0
Other,6
Other,0
Other,18
Other,22
Other,129
Other,2
Other,1
Multi-lang,15
Other,19
Other,1
Other,22
Other,345
Other,0
Other,725
Other,2
Other,2
Other,0
Other,1
Other,309
Multi-lang,54
Other,1
Other,14
Other,55
Other,1
Other,1
Other,441
Other,91
Other,391
Other,506
Other,79
Other,2035
Other,293
Other,1
Other,33
Other,3
Other,21
Other,0
Other,14
Other,1
Other,38
Multi-lang,266
Other,4
Other,2
Multi-lang,54
Other,1
Other,18
Other,24
Other,0
Other,2
Other,357
Other,8
Other,6
Other,6
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,6
Other,13
Other,4
Other,6
Other,6
Other,4
Other,4
Other,4
Multi-lang,7
Other,2
Other,80
Multi-lang,29
Other,1
Other,0
Other,1
Other,39
Other,27
Other,59
Other,232
Multi-lang,109
Other,15
Other,0
Other,1
Other,1
Other,1
Other,1
Other,2
Other,2
Other,0
Other,3
Other,7
Other,0
Other,6
Other,5
Other,4
Other,3
Other,1
Other,2
Other,0
Multi-lang,2
Other,2
Other,1
Other,8
Multi-lang,41
Other,1
Other,0
Other,2
Other,1
Other,1
Other,3
Other,23
Multi-lang,4
Other,2
Other,4
Other,40
Other,1
Other,0
Other,41
Other,0
Other,0
Other,1
Other,10
Other,5
Other,5
Other,2
Other,0
Other,0
Other,2
Other,0
Other,12
Multi-lang,3
Other,6
Other,10
Other,22
Multi-lang,10
Other,6
Other,0
Other,15
Other,7
Other,6
Other,0
Other,1
Other,1
Other,23
Other,1
Multi-lang,4
Other,1
Other,2
Other,4
Other,1
Other,1
Other,0
Other,0
Other,1
Other,6
Other,2
Other,0
Other,0
Multi-lang,1
Other,12
Other,0
Other,1
Other,0
Other,0
Other,1
Other,47
Multi-lang,11
Other,2
Other,5
Other,0
Other,3
Other,0
Other,17
Other,0
Other,10
Other,0
Other,6
Other,13
Other,22
Other,3
Other,7
Other,6
Other,3
Other,3
Other,5
Other,1
Other,1
Other,1
Other,1
Other,3
Other,8
Other,1
Other,0
Other,0
Other,3
Other,1
Other,1
Multi-lang,25
Other,2
Multi-lang,96
Other,85
Multi-lang,4
Other,1
Other,1
Other,33
Other,1
Other,21
Other,1
Other,7
Other,2
Other,1
Other,12
Multi-lang,5
Other,5
Other,1
Other,29
Other,14
Other,5
Other,4
Other,1
Other,0
Other,14
Other,1
Other,0
Other,0
Other,1
Other,10
Other,3
Other,19
Other,5
Other,2
Other,14
Other,8
Other,2
Other,1
Other,6
Other,1
Other,2
Other,997
Other,1
Other,0
Multi-lang,2
Other,1
Other,1
Multi-lang,28
Multi-lang,4
Other,1
Other,14
Other,1
Other,2
Other,4
Other,2
Other,3
Multi-lang,1
Other,0
Other,1
Other,3
Other,5
Other,10
Other,9
Other,4
Other,1
Other,1
Other,11
Other,10
Other,5
Other,2
Other,9
Other,3
Other,4
Other,10
Multi-lang,104
Multi-lang,16
Multi-lang,174
Multi-lang,41
Other,9
Other,1
Other,1
Other,2
Other,1
Other,0
Other,8
Other,0
Other,1
Other,16
Other,1
Other,0
Other,1
Other,4
Other,4
Other,1
Other,0
Other,0
Multi-lang,12
Other,1
Other,18
Other,10
Other,23
Other,0
Multi-lang,1
Other,1
Other,0
Other,1
Other,0
Other,1
Other,0
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,0
Other,7
Other,1
Other,3
Other,1
Other,8
Other,1
Multi-lang,52
Other,2
Other,12
Other,2
Other,2
Other,0
Other,1
Other,2
Other,3
Other,2
Other,4
Other,20
Multi-lang,8
Other,0
Other,1
Other,1
Other,11
Other,7
Other,4
Other,2
Multi-lang,2467
Other,10
Other,67
Other,5
Multi-lang,6
Multi-lang,48
Other,3
Other,2
Multi-lang,3
Other,9
Other,1
Other,7
Other,0
Other,2
Multi-lang,12
Other,2
Multi-lang,20
Other,5
Multi-lang,1
Other,7
Other,1
Other,6
Other,3
Other,5
Multi-lang,15
Other,23
Other,67
Other,22
Other,0
Other,1
Other,11
Other,8
Other,3
Other,37
Other,0
Other,9
Other,1
Other,1
Other,8
Other,16
Other,21
Other,0
Other,1
Other,56
Other,1
Other,1
Other,35
Other,4
Other,1
Other,1
Other,7
Other,2
Other,104
Other,11
Other,72
Other,1
Multi-lang,4
Other,0
Other,1
Multi-lang,98
Other,16
Other,23
Other,1
Other,0
Other,1
Other,1
Other,1
Other,2
Other,6
Multi-lang,23
Other,21
Other,1
Other,2
Other,3
Multi-lang,18
Other,0
Other,0
Other,1
Other,15
Other,110
Other,3
Other,0
Other,5
Other,1
Other,3
Other,1
Other,0
Other,1
Other,9
Other,10
Other,2
Other,0
Other,1
Other,0
Other,4
Other,1
Other,0
Other,3
Other,1
Other,1
Other,3
Other,0
Other,0
Other,8
Other,6
Other,1
Other,0
Multi-lang,2
Multi-lang,45
Other,368
Other,26
Other,16
Multi-lang,5
Multi-lang,68
Multi-lang,5
Multi-lang,8
Multi-lang,20
Other,1
Other,132
Multi-lang,0
Other,0
Multi-lang,73
Other,26
Other,0
Multi-lang,99
Other,0
Multi-lang,153
Multi-lang,4
Multi-lang,155
Other,45
Multi-lang,18
Other,0
Other,2
Other,15
Other,1048
Other,26
Other,26
Other,1053
Other,23
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,1
Other,1
Other,1
Other,2
Other,4
Other,1
Other,4
Other,0
Other,2
Other,1
Other,11
Other,1
Other,6
Other,2
Other,4
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,12
Other,1
Other,1
Other,1
Other,16
Other,1
Other,1
Other,1
Other,1
Other,4
Other,1
Other,1
Other,8
Other,19
Other,142
Other,25
Other,48
Other,3
Other,8
Other,0
Other,0
Other,0
Other,0
Other,0
Other,1
Other,0
Other,2
Other,0
Other,1
Other,5
Other,5
Other,1
Other,1
Other,4
Other,2
Other,1
Other,1
Other,5
Other,5
Other,2
Other,1
Other,4
Other,1
Other,1
Other,13
Other,5
Other,1
Other,4
Other,7
Other,402
Other,4
Other,266
Other,0
Other,2
Other,9
Other,2
Other,49
Other,48
Other,63
Other,64
Multi-lang,191
Multi-lang,23
Other,32
Other,1366
Other,2
Other,46
Other,8
Other,8
Other,7
Other,1
Other,1
Other,582
Other,0
Other,36
Multi-lang,1538
Other,10
Other,571
Other,1528
Other,1
Other,5
Other,22
Other,7
Other,0
Other,6
Other,9
Other,3
Other,0
Other,1
Other,7
Other,1
Other,6
Other,10
Other,12
Other,18
Other,2
Other,9
Other,6
Other,8
Other,5
Other,7
Other,3
Other,5
Other,8
Other,1
Other,518
Other,23
Other,11
Other,0
Other,7
Other,8
Other,0
Other,1
Other,0
Other,1
Other,12
Other,0
Other,0
Other,0
Other,4
Other,0
Other,0
Other,2
Other,0
Other,485
Other,2344
Other,0
Other,0
Other,1937
Other,47
Other,22
Other,460
Other,1
Other,0
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,32
Other,227
Multi-lang,3
Other,36
Multi-lang,368
Other,81
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,63
Other,116
Multi-lang,9681
Other,8782
Other,13
Other,27
Multi-lang,10133
Other,0
Other,1
Other,1
Other,8746
Multi-lang,82
Other,376
Other,59
Other,1734
Other,1369
Other,195
Other,6
Other,2
Other,1862
Other,10109
Other,8718
Other,0
Multi-lang,6
Multi-lang,44
Multi-lang,142
Multi-lang,2
Other,130
Other,2
Multi-lang,1683
Other,17
Other,6
Other,2
Other,1
Other,742
Other,9704
Other,2
Other,52
Other,55
Multi-lang,994
Other,2
Other,0
Other,1090
Other,9786
Other,8574
Other,16
Other,28
Other,16
Other,31
Other,51
Other,10
Other,30
Multi-lang,86
Other,9304
Other,0
Other,8380
Other,674
Other,1059
Other,51
Multi-lang,129
Other,1848
Multi-lang,44
Other,15
Other,11
Other,0
Other,9
Other,0
Other,8266
Other,8281
Other,2
Other,3
Other,0
Other,0
Other,8262
Other,8256
Other,21
Other,1
Other,1112
Other,9
Multi-lang,1005
Other,1084
Multi-lang,680
Other,1
Other,1297
Other,674
Other,1
Other,1
Other,1
Other,1
Other,7245
Other,7476
Other,7215
Other,7474
Other,0
Other,1
Other,7212
Other,1
Other,0
Other,155
Other,2
Other,0
Other,8
Other,0
Other,1
Other,1
Other,0
Other,1
Other,0
Other,0
Other,0
Other,0
Other,2
Other,7043
Other,10
Other,7033
Other,8
Other,0
Other,20
Other,1235
Other,644
Other,7004
Other,1236
Other,8
Other,0
Other,0
Other,4
Other,1
Other,2
Other,0
Other,83
Other,4
Other,0
Other,1
Other,1
Other,2
Other,6907
Other,2
Other,6571
Other,6907
Other,4
Other,26
Multi-lang,38
Multi-lang,1419
Other,7
Other,0
Other,1
Other,15
Other,1
Other,0
Other,44
Other,67
Other,1
Other,1
Other,14
Other,18
Other,1
Other,1
Other,0
Other,66
Other,6693
Other,0
Other,7
Other,22
Other,2
Other,0
Other,1
Other,1
Other,1
Other,5
Other,41
Other,3
Other,18
Other,0
Other,16
Other,3
Other,2
Other,0
Other,5
Other,6685
Other,3
Multi-lang,4112
Multi-lang,9
Multi-lang,168
Other,1500
Other,50
Other,54
Other,6494
Multi-lang,1433
Other,1
Other,6515
Other,16
Multi-lang,74
Other,1
Other,47
Other,3
Other,904
Other,6516
Multi-lang,1480
Other,3
Other,70
Other,6466
Other,7
Multi-lang,27
Multi-lang,660
Multi-lang,30
Other,40729
Other,2
Other,0
Other,3
Other,36
Other,11
Other,4
Other,0
Other,1
Other,2541
Other,1938
Other,2
Other,1
Other,0
Other,1
Other,1
Other,0
Other,2
Other,0
Other,0
Other,0
Other,1
Other,5
Other,0
Other,0
Other,7
Other,258
Multi-lang,656
Other,7
Multi-lang,27
Other,10
Other,7
Multi-lang,4
Other,477
Other,43
Multi-lang,12
Multi-lang,82
Multi-lang,63
Other,76
Other,1701
Other,240
Other,118
Other,9
Other,3
Other,2
Other,9
Other,637
Other,1542
Other,1
Other,0
Other,476
Other,1674
Other,0
Other,2
Other,0
Other,531
Multi-lang,53
Other,93
Multi-lang,584
Multi-lang,28
Other,0
Multi-lang,190
Other,3
Multi-lang,38060
Other,317
Other,851
Other,0
Other,10
Other,1
Other,0
Other,1
Other,1
Other,4
Other,175
Other,502
Other,159
Other,503
Other,246
Other,18
Other,1
Multi-lang,1
Multi-lang,9628
Other,2
Other,1
Other,6
Other,191
Multi-lang,50
Other,1
Other,3
Other,14
Other,15
Other,1
Other,487
Other,1
Other,0
Other,1
Other,1
Other,89
Other,69
Other,0
Other,161
Other,1
Other,1
Other,1
Other,0
Other,1
Other,61
Other,248
Other,11
Other,3
Other,0
Other,1
Other,0
Other,0
Other,3
Other,0
Other,16
Other,1
Other,0
Other,3
Other,1
Other,9
Other,2
Other,1
Other,1
Other,1
Other,2
Other,1
Other,2
Other,1
Other,1
Other,225
Other,2
Other,10
Other,23
Other,8
Other,181
Other,61
Other,847
Other,93
Other,754
Other,0
Other,352
Other,16
Other,138
Other,593
Other,1
Other,2
Other,0
Other,2
Other,2
Other,2
Other,2
Other,2
Other,2
Other,2
Other,1988
Multi-lang,3
Multi-lang,12
Multi-lang,457
Other,1
Other,13
Other,8
Other,2
Other,0
Other,1
Other,6
Multi-lang,33
Other,6
Other,0
Multi-lang,16
Other,50
Multi-lang,730
Other,0
Other,3
Other,1
Other,276
Other,1
Other,9
Other,531
Other,1
Other,17
Other,0
Other,195
Other,63
Other,9
Multi-lang,506
Other,4
Other,4
Other,1
Other,6
Other,205
Other,1
Other,3
Other,0
Other,0
Other,0
Other,4
Other,101
Other,6
Other,0
Other,320
Other,257
Other,1
Other,2
Other,155
Multi-lang,345
Other,1
Other,0
Other,0
Other,4
Other,1
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,4
Other,1
Other,83
Other,256
Other,3
Other,1
Other,2
Other,1446
Other,8320
Other,14
Other,8
Multi-lang,1385
Other,0
Other,2
Other,33
Other,1
Other,0
Other,5
Other,60
Multi-lang,745
Other,0
Multi-lang,97
Multi-lang,22
Multi-lang,68
Other,139
Other,0
Other,1
Other,0
Other,2
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,325
Other,465
Other,34
Other,65
Other,1
Other,4
Other,567
Other,1
Other,10
Other,4
Other,27
Other,2
Other,0
Other,34
Other,0
Other,1
Other,0
Other,1
Other,0
Other,1
Other,0
Other,1
Other,24
Other,0
Other,14
Other,0
Other,177
Other,947
Other,8
Other,10
Other,0
Other,37
Other,2
Other,6
Other,476
Other,224
Multi-lang,75
Other,50
Other,858
Other,0
Other,15
Other,0
Other,7
Other,1
Other,5
Other,2
Other,1
Other,6
Other,41
Other,620
Other,2
Other,1
Other,3
Other,11
Other,0
Other,52
Other,214
Other,0
Other,0
Other,1
Other,0
Other,0
Other,0
Other,1
Other,0
Other,25
Other,4
Other,0
Other,1
Other,0
Other,70
Other,3633
Other,4
Other,768
Other,3761
Other,27
Other,3
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,0
Other,1915
Other,3532
Other,0
Other,1903
Other,6
Other,2366
Other,289
Other,17
Multi-lang,276
Multi-lang,24
Multi-lang,31
Other,1
Other,21
Other,0
Other,2
Other,17
Other,11
Other,1637
Other,2
Other,0
Other,1
Other,0
Other,53
Other,663
Other,263
Other,24
Other,1
Other,974
Other,0
Other,0
Other,4
Other,2
Other,0
Other,1
Other,86
Other,14
Other,5
Other,1
Other,0
Other,0
Other,9
Other,3
Other,0
Other,0
Other,0
Other,577
Multi-lang,106
Multi-lang,5
Other,1
Other,9
Other,0
Other,172
Multi-lang,2470
Other,0
Other,8
Other,5
Other,2
Other,3
Other,1
Other,1
Other,1
Other,0
Other,0
Other,2
Other,2
Other,0
Other,2
Other,114
Other,8
Other,22
Other,0
Other,3
Other,3
Other,1
Other,3558
Other,108
Other,1747
Other,0
Other,98
Other,2041
Other,1
Other,49
Other,39
Other,3
Other,14
Other,15
Multi-lang,84
Multi-lang,71
Other,1
Multi-lang,21
Multi-lang,2
Other,5
Multi-lang,9
Other,2
Other,14
Multi-lang,3
Multi-lang,5
Other,1
Multi-lang,1
Other,20
Other,1358
Multi-lang,1671
Multi-lang,1647
Other,240
Other,3
Other,239
Other,14
Other,315
Other,235
Multi-lang,313
Other,1
Other,206
Other,300
Other,1
Other,212
Other,282
Other,0
Other,0
Other,3
Other,238
Other,696
Other,13
Other,0
Other,1
Other,227
Other,151
Other,1
Other,9197
Other,14141
Other,3
Other,20
Other,1
Other,4
Other,2
Other,3
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,7
Other,12059
Other,127
Other,7
Other,12
Other,61
Other,15
Other,86
Multi-lang,109
Multi-lang,45
Multi-lang,3
Other,9086
Other,14
Other,25
Other,2
Other,1664
Other,1159
Other,1
Other,0
Other,1266
Other,1
Other,0
Other,0
Other,1286
Other,21
Other,0
Other,1
Other,13083
Other,15
Other,2
Other,2
Multi-lang,8767
Other,9921
Other,2
Other,498
Multi-lang,7021
Other,707
Other,2
Other,1
Other,1256
Other,2
Other,10
Other,1076
Other,488
Other,6
Other,2
Other,1064
Other,2
Other,2
Other,2
Other,467
Other,1
Other,2657
Other,6
Other,990
Other,2
Other,0
Other,2
Other,1
Other,27
Other,502
Other,76
Other,289
Other,2
Other,13
Other,5
Other,436
Multi-lang,244
Other,1235
Other,11
Other,1224
Other,213
Other,1
Other,1
Other,1
Other,2
Other,1
Other,2
Other,1
Other,1
Other,5
Other,1
Other,7
Other,1
Other,1
Other,15
Other,1
Other,2
Other,1
Other,4
Other,1
Other,2
Other,1
Other,2
Other,1
Other,2
Other,1
Other,0
Other,0
Other,1
Other,0
Other,2
Other,1
Other,2
Other,1
Other,213
Other,19
Other,37
Multi-lang,164
Other,13
Other,13
Other,1
Other,82
Other,11
Other,24
Other,1
Other,0
Other,0
Other,9
Other,3
Other,0
Other,3
Other,4
Other,0
Other,0
Other,1
Other,0
Other,41
Other,2
Other,1
Other,1
Other,1
Other,38
Other,21
Other,8
Other,4
Other,1
Other,0
Other,5
Other,0
Other,0
Other,35
Other,1
Other,3
Multi-lang,5
Multi-lang,285
Other,2
Other,3
Other,0
Other,0
Other,0
Other,1
Other,5
Other,8621
Multi-lang,74
Multi-lang,8
Multi-lang,7
Multi-lang,11
Other,1
Other,8
Other,1361
Other,7233
Other,1361
Other,7233
Other,0
Other,109
Other,9550
Other,10
Other,0
Other,4
Other,0
Other,1
Other,47
Other,4
Other,7217
Multi-lang,1996
Other,7542
Other,0
Multi-lang,14
Multi-lang,50
Other,98
Multi-lang,1
Other,21
Other,34
Other,120
Multi-lang,19
Other,2
Other,1
Multi-lang,65
Other,29
Multi-lang,17
Multi-lang,123
Multi-lang,85
Other,2
Other,38
Other,1
Other,4
Multi-lang,1370
Other,490
Other,18
Other,1
Other,18
Other,51
Other,387
Other,457
Other,1703
Other,1
Other,0
Other,0
Other,0
Other,1
Other,5
Other,0
Other,0
Other,2
Other,0
Other,0
Other,3
Other,9
Other,8
Other,1
Other,1
Other,3
Other,216
Other,1
Other,3
Other,8197
Multi-lang,5944
Other,3
Other,3
Other,79
Other,25
Other,2
Other,4
Other,6
Other,3
Other,1
Other,1
Other,2
Other,1
Other,318
Other,209
Other,2
Other,10
Other,24
Other,573
Other,643
Other,1
Other,516
Multi-lang,1
Multi-lang,620
Other,107
Other,3
Other,1
Other,12
Other,6
Other,14
Other,6
Other,95
Other,1
Other,19
Multi-lang,7
Multi-lang,2
